foodDiffX,foodDiffY,left_collision,front_collision,right_collision,direction,action
34.0,-2.0,6,27,8,1,1
32.0,-2.0,6,26,8,1,1
30.0,-2.0,6,25,8,1,1
28.0,-2.0,6,24,19,1,1
26.0,-2.0,6,23,19,1,1
24.0,-2.0,6,22,19,1,1
22.0,-2.0,6,21,19,1,1
20.0,-2.0,6,20,19,1,1
18.0,-2.0,6,19,19,1,1
16.0,-2.0,6,18,19,1,1
14.0,-2.0,6,17,19,1,1
12.0,-2.0,6,16,19,1,1
10.0,-2.0,6,15,19,1,1
8.0,-2.0,6,14,19,1,1
6.0,-2.0,6,13,19,1,1
4.0,-2.0,6,12,19,1,1
2.0,-2.0,6,11,19,1,1
0.0,-2.0,6,10,19,1,3
18.0,-2.0,23,5,10,3,3
18.0,0.0,23,4,10,3,3
18.0,2.0,23,3,10,3,2
20.0,2.0,3,22,3,2,2
22.0,2.0,3,21,3,2,2
24.0,2.0,3,20,3,2,2
26.0,2.0,3,19,3,2,2
28.0,2.0,3,18,3,2,2
30.0,2.0,3,17,3,2,2
32.0,2.0,22,16,3,2,2
34.0,2.0,22,15,3,2,4
34.0,0.0,8,21,15,4,4
34.0,-2.0,8,20,15,4,1
32.0,-2.0,2,7,20,1,1
30.0,-2.0,2,6,20,1,1
28.0,-2.0,2,5,20,1,1
26.0,-2.0,2,4,20,1,4
26.0,-4.0,14,19,19,4,1
24.0,-4.0,3,13,19,1,1
22.0,-4.0,3,12,19,1,1
20.0,-4.0,6,11,19,1,1
18.0,-4.0,6,10,19,1,1
16.0,-4.0,6,9,19,1,1
14.0,-4.0,6,8,19,1,1
12.0,-4.0,6,7,19,1,1
10.0,-4.0,6,6,19,1,1
8.0,-4.0,6,5,19,1,1
6.0,-4.0,6,4,19,1,1
4.0,-4.0,6,3,19,1,1
2.0,-4.0,6,2,19,1,1
0.0,-4.0,6,1,19,1,3
0.0,-2.0,13,5,1,3,3
-36.0,8.0,32,4,1,3,3
-36.0,10.0,32,3,1,3,2
-34.0,10.0,3,31,3,2,2
-32.0,10.0,3,30,3,2,2
-30.0,10.0,3,29,3,2,2
-28.0,10.0,3,28,3,2,2
-26.0,10.0,3,27,3,2,2
-24.0,10.0,3,26,3,2,2
-22.0,10.0,3,25,3,2,2
-20.0,10.0,22,24,3,2,2
-18.0,10.0,22,23,3,2,2
-16.0,10.0,22,22,3,2,2
-14.0,10.0,22,21,3,2,2
-12.0,10.0,22,20,3,2,2
-10.0,10.0,22,19,3,2,2
-8.0,10.0,22,18,3,2,2
-6.0,10.0,22,17,3,2,2
-4.0,10.0,22,16,3,2,2
-2.0,10.0,22,15,3,2,2
0.0,10.0,22,14,3,2,4
0.0,8.0,19,21,14,4,4
0.0,6.0,19,20,14,4,4
0.0,4.0,19,19,14,4,4
0.0,2.0,19,18,14,4,4
-12.0,24.0,19,17,14,4,4
-12.0,22.0,19,16,14,4,4
-12.0,20.0,19,15,14,4,4
-12.0,18.0,19,14,14,4,4
-12.0,16.0,19,13,14,4,4
-12.0,14.0,19,12,14,4,4
-12.0,12.0,19,11,14,4,4
-12.0,10.0,19,10,14,4,4
-12.0,8.0,19,9,14,4,4
-12.0,6.0,19,8,14,4,4
-12.0,4.0,19,7,14,4,4
-12.0,2.0,19,6,14,4,2
-10.0,2.0,6,13,19,2,2
-8.0,2.0,6,12,19,2,2
-6.0,2.0,6,11,19,2,2
-4.0,2.0,6,10,19,2,2
-2.0,2.0,6,9,19,2,2
0.0,2.0,6,8,19,2,4
44.0,-36.0,25,5,8,4,1
42.0,-36.0,1,24,5,1,1
40.0,-36.0,1,23,5,1,1
38.0,-36.0,1,22,5,1,1
36.0,-36.0,1,21,5,1,1
34.0,-36.0,1,20,5,1,1
32.0,-36.0,1,19,5,1,1
30.0,-36.0,20,18,5,1,1
28.0,-36.0,20,17,5,1,1
26.0,-36.0,20,16,5,1,1
24.0,-36.0,20,15,5,1,1
22.0,-36.0,20,14,5,1,1
20.0,-36.0,20,13,5,1,1
18.0,-36.0,20,12,5,1,1
16.0,-36.0,20,11,5,1,1
14.0,-36.0,20,10,5,1,1
12.0,-36.0,20,9,5,1,1
10.0,-36.0,20,8,5,1,1
8.0,-36.0,20,7,5,1,1
6.0,-36.0,20,6,5,1,1
4.0,-36.0,20,5,5,1,1
2.0,-36.0,20,4,5,1,1
0.0,-36.0,20,3,5,1,3
0.0,-34.0,30,19,3,3,3
0.0,-32.0,30,18,3,3,3
0.0,-30.0,30,17,3,3,3
0.0,-28.0,30,16,3,3,3
0.0,-26.0,30,15,3,3,3
0.0,-24.0,30,14,3,3,3
0.0,-22.0,30,13,3,3,3
0.0,-20.0,30,12,3,3,3
0.0,-18.0,30,11,3,3,3
0.0,-16.0,30,10,3,3,3
0.0,-14.0,30,9,3,3,3
0.0,-12.0,30,8,3,3,3
0.0,-10.0,30,7,3,3,3
0.0,-8.0,30,6,3,3,3
0.0,-6.0,30,5,3,3,3
0.0,-4.0,30,4,3,3,3
0.0,-2.0,30,3,3,3,3
-14.0,22.0,30,2,3,3,2
-12.0,22.0,18,29,2,2,2
-10.0,22.0,23,28,2,2,2
-8.0,22.0,23,27,2,2,2
-6.0,22.0,23,26,2,2,2
-4.0,22.0,23,25,2,2,2
-2.0,22.0,23,24,2,2,2
0.0,22.0,23,23,2,2,4
0.0,20.0,7,22,23,4,4
0.0,18.0,7,21,23,4,4
0.0,16.0,7,20,23,4,4
0.0,14.0,7,19,23,4,4
0.0,12.0,7,18,23,4,4
0.0,10.0,7,17,23,4,4
0.0,8.0,10,16,23,4,4
0.0,6.0,10,15,23,4,4
0.0,4.0,10,14,23,4,4
0.0,2.0,10,13,23,4,4
