foodDiffX,foodDiffY,left_collision,front_collision,right_collision,direction,action
22.0,-18.0,17,21,6,1,1
20.0,-18.0,17,20,6,1,1
18.0,-18.0,17,19,6,1,1
16.0,-18.0,17,18,6,1,1
14.0,-18.0,17,17,6,1,1
12.0,-18.0,17,16,6,1,1
10.0,-18.0,17,15,8,1,1
8.0,-18.0,17,14,8,1,1
6.0,-18.0,17,13,8,1,1
4.0,-18.0,17,12,8,1,1
2.0,-18.0,17,11,8,1,1
0.0,-18.0,17,10,8,1,3
0.0,-16.0,23,16,10,3,3
0.0,-14.0,23,15,10,3,3
0.0,-12.0,23,14,10,3,3
0.0,-10.0,23,13,10,3,3
0.0,-8.0,23,12,10,3,3
0.0,-6.0,23,11,10,3,3
0.0,-4.0,23,10,10,3,3
0.0,-2.0,23,9,10,3,3
-30.0,-14.0,23,8,10,3,2
-28.0,-14.0,9,22,8,2,2
-26.0,-14.0,9,21,8,2,2
-24.0,-14.0,9,20,8,2,2
-22.0,-14.0,9,19,8,2,2
-20.0,-14.0,9,18,8,2,2
-18.0,-14.0,9,17,8,2,2
-16.0,-14.0,17,16,8,2,2
-14.0,-14.0,17,15,8,2,2
-12.0,-14.0,17,14,8,2,2
-10.0,-14.0,17,13,8,2,2
-8.0,-14.0,17,12,8,2,2
-6.0,-14.0,17,11,8,2,2
-4.0,-14.0,17,10,8,2,2
-2.0,-14.0,17,9,8,2,2
0.0,-14.0,17,8,8,2,3
0.0,-12.0,8,7,25,3,3
0.0,-10.0,8,6,25,3,3
0.0,-8.0,8,5,25,3,3
0.0,-6.0,8,4,25,3,3
0.0,-4.0,8,3,25,3,3
0.0,-2.0,8,2,25,3,3
36.0,28.0,8,1,25,3,1
34.0,28.0,1,24,7,1,1
32.0,28.0,1,23,7,1,1
30.0,28.0,1,22,7,1,1
28.0,28.0,1,21,7,1,1
26.0,28.0,1,20,7,1,1
24.0,28.0,1,19,7,1,1
22.0,28.0,1,18,7,1,1
20.0,28.0,1,17,24,1,1
18.0,28.0,1,16,24,1,1
16.0,28.0,1,15,24,1,1
14.0,28.0,1,14,24,1,1
12.0,28.0,1,13,24,1,1
10.0,28.0,1,12,24,1,1
8.0,28.0,1,11,24,1,1
6.0,28.0,1,10,24,1,1
4.0,28.0,1,9,24,1,1
2.0,28.0,1,8,24,1,1
0.0,28.0,1,7,24,1,4
0.0,26.0,7,23,18,4,4
0.0,24.0,7,22,18,4,4
0.0,22.0,7,21,26,4,4
