-20.0,-9.0,0,0,0,0,1,1
-21.0,-9.0,13,12,1,24,1,3
-21.0,-8.0,12,1,26,24,3,2
-20.0,-8.0,12,1,25,1,2,2
-19.0,-8.0,12,13,24,1,2,2
-18.0,-8.0,12,13,22,1,2,2
-17.0,-8.0,12,13,21,1,2,2
-16.0,-8.0,12,13,20,1,2,2
-15.0,-8.0,12,13,19,1,2,2
-14.0,-8.0,12,13,17,1,2,2
-13.0,-8.0,12,13,16,1,2,2
-12.0,-8.0,12,13,15,1,2,2
-11.0,-8.0,12,13,14,1,2,2
-10.0,-8.0,12,13,12,1,2,2
0.0,5.0,12,13,11,1,2,4
0.0,4.0,1,12,11,39,4,4
0.0,3.0,1,11,11,40,4,4
0.0,2.0,1,10,10,40,4,4
0.0,1.0,1,9,10,40,4,4
36.0,-2.0,1,8,10,40,4,1
35.0,-2.0,5,8,1,40,1,1
34.0,-2.0,17,8,1,39,1,1
33.0,-2.0,17,8,1,38,1,1
32.0,-2.0,17,8,1,37,1,1
31.0,-2.0,17,8,1,37,1,1
30.0,-2.0,17,8,1,36,1,1
29.0,-2.0,17,8,1,35,1,1
28.0,-2.0,17,8,1,34,1,1
27.0,-2.0,17,8,1,34,1,1
26.0,-2.0,17,8,1,33,1,1
25.0,-2.0,17,8,1,32,1,1
24.0,-2.0,17,8,1,31,1,1
23.0,-2.0,17,8,1,31,1,1
22.0,-2.0,17,8,1,30,1,1
21.0,-2.0,17,8,1,29,1,1
20.0,-2.0,17,8,1,28,1,1
19.0,-2.0,17,8,1,28,1,1
18.0,-2.0,17,8,1,27,1,1
17.0,-2.0,17,8,1,26,1,1
16.0,-2.0,17,8,1,25,1,1
15.0,-2.0,17,8,1,25,1,1
14.0,-2.0,17,8,1,24,1,1
13.0,-2.0,17,8,1,23,1,1
12.0,-2.0,17,8,1,22,1,1
11.0,-2.0,17,8,1,22,1,1
10.0,-2.0,17,8,1,21,1,1
9.0,-2.0,17,8,1,20,1,1
8.0,-2.0,17,8,1,19,1,1
7.0,-2.0,17,8,1,19,1,1
6.0,-2.0,17,8,1,18,1,1
5.0,-2.0,17,8,1,17,1,1
4.0,-2.0,17,8,1,16,1,1
3.0,-2.0,17,8,1,16,1,1
2.0,-2.0,17,8,1,15,1,1
1.0,-2.0,17,8,1,14,1,1
0.0,-2.0,17,8,1,13,1,3
0.0,-1.0,16,1,37,14,3,3
-9.0,-10.0,15,1,36,14,3,2
-8.0,-10.0,15,2,35,1,2,2
-7.0,-10.0,15,2,34,1,2,2
-6.0,-10.0,15,2,33,1,2,2
-5.0,-10.0,15,10,31,1,2,2
-4.0,-10.0,15,10,30,1,2,2
-3.0,-10.0,15,10,29,1,2,2
-2.0,-10.0,15,10,28,1,2,2
-1.0,-10.0,15,10,26,1,2,2
0.0,-10.0,15,10,25,1,2,3
0.0,-9.0,14,1,25,25,3,3
0.0,-8.0,13,1,25,26,3,3
0.0,-7.0,12,1,24,26,3,3
0.0,-6.0,11,1,24,26,3,3
0.0,-5.0,10,1,24,26,3,3
0.0,-4.0,9,1,24,27,3,3
0.0,-3.0,8,1,23,27,3,3
0.0,-2.0,7,1,23,27,3,3
0.0,-1.0,6,1,23,27,3,3
8.0,15.0,5,1,23,28,3,1
7.0,15.0,5,20,1,27,1,1
6.0,15.0,5,20,1,26,1,1
5.0,15.0,5,20,1,25,1,1
4.0,15.0,5,20,1,25,1,1
3.0,15.0,5,20,1,24,1,1
2.0,15.0,5,20,1,23,1,1
1.0,15.0,5,20,1,22,1,1
0.0,15.0,5,20,1,22,1,4
0.0,14.0,1,19,28,22,4,4
0.0,13.0,1,18,28,22,4,4
0.0,12.0,1,17,28,22,4,4
0.0,11.0,1,16,28,23,4,4
0.0,10.0,1,15,27,23,4,4
0.0,9.0,1,14,27,23,4,4
0.0,8.0,1,13,27,23,4,4
0.0,7.0,1,12,27,24,4,4
0.0,6.0,1,11,26,24,4,4
0.0,5.0,1,10,26,24,4,4
0.0,4.0,1,9,26,24,4,4
0.0,3.0,1,8,26,25,4,4
0.0,2.0,1,7,25,25,4,4
0.0,1.0,1,6,25,25,4,4
-20.0,-2.0,1,5,25,25,4,2
-19.0,-2.0,20,5,24,1,2,2
-18.0,-2.0,20,5,22,1,2,2
-17.0,-2.0,20,5,21,1,2,2
-16.0,-2.0,20,5,20,1,2,2
-15.0,-2.0,20,5,19,1,2,2
-14.0,-2.0,20,5,17,1,2,2
-13.0,-2.0,20,5,16,1,2,2
-12.0,-2.0,20,5,15,1,2,2
-11.0,-2.0,20,5,14,1,2,2
-10.0,-2.0,20,5,12,1,2,2
26.0,-9.0,20,5,11,1,2,3
26.0,-8.0,19,1,11,39,3,1
25.0,-8.0,19,1,1,39,1,1
24.0,-8.0,19,1,1,38,1,1
23.0,-8.0,19,1,1,37,1,1
22.0,-8.0,19,1,1,36,1,1
21.0,-8.0,19,6,1,36,1,1
20.0,-8.0,19,6,1,35,1,1
19.0,-8.0,19,6,1,34,1,1
18.0,-8.0,19,6,1,33,1,1
17.0,-8.0,19,6,1,33,1,1
16.0,-8.0,19,6,1,32,1,1
15.0,-8.0,19,6,1,31,1,1
14.0,-8.0,19,6,1,30,1,1
13.0,-8.0,19,6,1,30,1,1
12.0,-8.0,19,6,1,29,1,1
11.0,-8.0,19,6,1,28,1,1
10.0,-8.0,19,6,1,27,1,1
9.0,-8.0,19,6,1,27,1,1
8.0,-8.0,19,6,1,26,1,1
7.0,-8.0,19,6,1,25,1,1
6.0,-8.0,19,6,1,24,1,1
5.0,-8.0,19,6,1,24,1,1
4.0,-8.0,19,6,1,23,1,1
3.0,-8.0,19,6,1,22,1,1
2.0,-8.0,19,6,1,21,1,1
