foodDiffX,foodDiffY,left_collision,front_collision,right_collision,direction,action
38.0,-14.0,18,27,7,1,1
36.0,-14.0,18,26,7,1,1
34.0,-14.0,18,25,7,1,1
32.0,-14.0,18,24,7,1,3
32.0,-12.0,9,17,24,3,3
32.0,-10.0,9,16,24,3,3
32.0,-8.0,9,15,24,3,3
32.0,-6.0,9,14,24,3,1
30.0,-6.0,14,23,11,1,1
28.0,-6.0,14,22,11,1,1
26.0,-6.0,14,21,11,1,3
26.0,-4.0,12,13,21,3,3
26.0,-2.0,12,12,21,3,3
26.0,0.0,12,11,21,3,3
26.0,2.0,12,10,21,3,1
24.0,2.0,10,20,15,1,1
22.0,2.0,10,19,15,1,1
20.0,2.0,10,18,15,1,1
18.0,2.0,10,17,15,1,1
16.0,2.0,10,16,15,1,1
14.0,2.0,10,15,15,1,1
12.0,2.0,10,14,15,1,1
10.0,2.0,10,13,15,1,1
8.0,2.0,10,12,15,1,1
6.0,2.0,10,11,15,1,1
4.0,2.0,10,10,15,1,1
2.0,2.0,10,9,15,1,1
0.0,2.0,10,8,15,1,4
-46.0,-4.0,8,14,25,4,4
-46.0,-6.0,8,13,25,4,4
-46.0,-8.0,8,12,25,4,4
-46.0,-10.0,8,11,25,4,4
-46.0,-12.0,8,10,25,4,2
-44.0,-12.0,10,24,5,2,2
-42.0,-12.0,10,23,15,2,2
-40.0,-12.0,10,22,15,2,2
-38.0,-12.0,10,21,15,2,2
-36.0,-12.0,10,20,15,2,2
-34.0,-12.0,10,19,15,2,3
-34.0,-10.0,19,14,6,3,3
-34.0,-8.0,19,13,14,3,3
-34.0,-6.0,19,12,14,3,3
-34.0,-4.0,19,11,14,3,2
-32.0,-4.0,14,18,11,2,2
-30.0,-4.0,14,17,11,2,2
-28.0,-4.0,14,16,11,2,2
-26.0,-4.0,14,15,11,2,2
-24.0,-4.0,14,14,11,2,3
-24.0,-2.0,14,10,19,3,3
-24.0,0.0,14,9,19,3,3
-24.0,2.0,14,8,19,3,3
-24.0,4.0,14,7,19,3,2
-22.0,4.0,18,13,7,2,2
-20.0,4.0,18,12,7,2,2
-18.0,4.0,18,11,7,2,2
-16.0,4.0,18,10,7,2,2
-14.0,4.0,18,9,7,2,2
-12.0,4.0,18,8,7,2,2
-10.0,4.0,18,7,7,2,2
-8.0,4.0,18,6,7,2,2
-6.0,4.0,18,5,7,2,2
-4.0,4.0,18,4,7,2,2
-2.0,4.0,18,3,7,2,4
-2.0,2.0,30,17,3,4,4
-2.0,0.0,30,16,3,4,4
-2.0,-2.0,30,15,3,4,4
-2.0,-4.0,30,14,3,4,4
-2.0,-6.0,30,13,3,4,4
-2.0,-8.0,30,12,3,4,4
-2.0,-10.0,30,11,3,4,4
-2.0,-12.0,30,10,3,4,4
-2.0,-14.0,30,9,3,4,4
-2.0,-16.0,30,8,3,4,4
-2.0,-18.0,30,7,3,4,2
0.0,-18.0,7,2,18,2,3
0.0,-16.0,2,17,1,3,3
0.0,-14.0,2,16,1,3,3
0.0,-12.0,2,15,1,3,3
0.0,-10.0,2,14,31,3,3
0.0,-8.0,2,13,31,3,3
0.0,-6.0,2,12,31,3,3
0.0,-4.0,2,11,31,3,3
0.0,-2.0,2,10,31,3,3
8.0,-14.0,2,9,31,3,3
8.0,-12.0,2,8,31,3,1
6.0,-12.0,8,30,17,1,1
4.0,-12.0,8,29,17,1,1
2.0,-12.0,8,28,17,1,1
0.0,-12.0,8,27,17,1,3
0.0,-10.0,6,7,27,3,3
0.0,-8.0,6,6,27,3,3
0.0,-6.0,6,5,27,3,3
0.0,-4.0,6,4,27,3,3
0.0,-2.0,6,3,27,3,3
10.0,0.0,6,2,27,3,1
8.0,0.0,2,26,23,1,1
6.0,0.0,2,25,23,1,1
4.0,0.0,2,24,23,1,1
2.0,0.0,2,23,23,1,1
-8.0,28.0,2,22,23,1,1
-10.0,28.0,2,21,23,1,1
-12.0,28.0,2,20,23,1,1
-14.0,28.0,2,19,23,1,4
-14.0,26.0,19,22,8,4,4
-14.0,24.0,19,21,14,4,4
-14.0,22.0,19,20,14,4,4
-14.0,20.0,19,19,14,4,2
-12.0,20.0,19,13,4,2,2
-10.0,20.0,19,12,4,2,2
-8.0,20.0,19,11,4,2,2
-6.0,20.0,19,10,6,2,2
-4.0,20.0,19,9,6,2,2
-2.0,20.0,19,8,6,2,2
0.0,20.0,19,7,6,2,4
0.0,18.0,26,18,7,4,4
0.0,16.0,26,17,7,4,4
0.0,14.0,26,16,7,4,4
0.0,12.0,26,15,7,4,4
0.0,10.0,26,14,7,4,4
0.0,8.0,26,13,7,4,4
0.0,6.0,26,12,7,4,4
0.0,4.0,26,11,7,4,4
0.0,2.0,26,10,7,4,4
4.0,-12.0,26,9,7,4,1
2.0,-12.0,10,25,9,1,1
0.0,-12.0,16,24,9,1,1
-2.0,-12.0,16,23,9,1,1
-4.0,-12.0,16,22,9,1,1
-6.0,-12.0,16,21,9,1,3
-6.0,-10.0,5,15,21,3,3
-6.0,-8.0,5,14,21,3,3
-6.0,-6.0,5,13,21,3,3
-6.0,-4.0,12,12,21,3,3
-6.0,-2.0,12,11,21,3,3
-6.0,0.0,12,10,21,3,3
-6.0,2.0,12,9,21,3,2
-4.0,2.0,7,11,9,2,2
-2.0,2.0,7,10,9,2,2
0.0,2.0,16,9,9,2,2
2.0,2.0,16,8,9,2,4
2.0,0.0,4,15,8,4,4
2.0,-2.0,4,14,8,4,4
2.0,-4.0,4,13,8,4,4
2.0,-6.0,4,12,8,4,4
2.0,-8.0,25,11,8,4,4
2.0,-10.0,25,10,8,4,4
2.0,-12.0,25,9,8,4,4
2.0,-14.0,25,8,8,4,4
2.0,-16.0,25,7,8,4,4
2.0,-18.0,25,6,8,4,1
0.0,-18.0,10,24,6,1,3
0.0,-16.0,1,18,24,3,3
0.0,-14.0,1,17,24,3,3
0.0,-12.0,1,16,24,3,3
0.0,-10.0,1,15,24,3,3
0.0,-8.0,1,14,24,3,3
0.0,-6.0,9,13,24,3,3
0.0,-4.0,9,12,24,3,3
0.0,-2.0,9,11,24,3,3
-10.0,16.0,9,10,24,3,1
-12.0,16.0,10,23,15,1,1
-14.0,16.0,10,22,15,1,1
-16.0,16.0,10,21,15,1,1
-18.0,16.0,10,20,15,1,1
-20.0,16.0,10,19,15,1,1
-22.0,16.0,10,18,15,1,4
-22.0,14.0,18,14,6,4,4
-22.0,12.0,18,13,6,4,4
-22.0,10.0,18,12,6,4,4
-22.0,8.0,18,11,15,4,4
-22.0,6.0,18,10,15,4,4
-22.0,4.0,18,9,15,4,4
-22.0,2.0,18,8,15,4,2
-20.0,2.0,8,14,7,2,2
-18.0,2.0,8,13,7,2,2
-16.0,2.0,8,12,7,2,2
-14.0,2.0,8,11,17,2,2
-12.0,2.0,8,10,17,2,2
-10.0,2.0,8,9,17,2,2
-8.0,2.0,8,8,17,2,2
-6.0,2.0,8,7,17,2,2
-4.0,2.0,8,6,17,2,2
-2.0,2.0,8,5,17,2,2
0.0,2.0,8,4,17,2,4
48.0,-4.0,29,7,4,4,4
48.0,-6.0,29,6,4,4,4
48.0,-8.0,29,5,4,4,4
48.0,-10.0,29,4,4,4,1
46.0,-10.0,4,28,4,1,1
44.0,-10.0,4,27,4,1,1
42.0,-10.0,4,26,4,1,1
40.0,-10.0,4,25,4,1,1
38.0,-10.0,4,24,4,1,1
36.0,-10.0,21,23,4,1,1
34.0,-10.0,21,22,4,1,1
32.0,-10.0,21,21,4,1,1
30.0,-10.0,21,20,4,1,1
28.0,-10.0,21,19,4,1,1
26.0,-10.0,21,18,4,1,1
24.0,-10.0,21,17,4,1,1
22.0,-10.0,21,16,4,1,1
20.0,-10.0,21,15,4,1,1
18.0,-10.0,21,14,4,1,1
16.0,-10.0,21,13,4,1,1
14.0,-10.0,21,12,4,1,1
12.0,-10.0,21,11,4,1,1
10.0,-10.0,21,10,4,1,1
8.0,-10.0,21,9,4,1,1
6.0,-10.0,21,8,4,1,1
4.0,-10.0,21,7,4,1,1
2.0,-10.0,21,6,4,1,1
0.0,-10.0,21,5,4,1,3
0.0,-8.0,28,20,5,3,3
0.0,-6.0,28,19,5,3,3
0.0,-4.0,28,18,5,3,3
0.0,-2.0,28,17,5,3,3
-52.0,6.0,28,16,5,3,3
-52.0,8.0,28,15,5,3,3
-52.0,10.0,28,14,5,3,2
-50.0,10.0,7,27,14,2,2
-48.0,10.0,7,26,14,2,2
-46.0,10.0,7,25,14,2,2
-44.0,10.0,7,24,14,2,2
-42.0,10.0,11,23,14,2,2
-40.0,10.0,11,22,14,2,4
-40.0,8.0,6,10,22,4,4
-40.0,6.0,6,9,22,4,4
-40.0,4.0,6,8,22,4,2
-38.0,4.0,8,21,17,2,2
-36.0,4.0,8,20,17,2,2
-34.0,4.0,8,19,17,2,2
-32.0,4.0,8,18,17,2,2
-30.0,4.0,8,17,17,2,2
-28.0,4.0,8,16,17,2,2
-26.0,4.0,8,15,17,2,4
-26.0,2.0,18,7,15,4,4
-26.0,0.0,18,6,15,4,2
-24.0,0.0,6,14,19,2,2
-22.0,0.0,6,13,19,2,2
-20.0,0.0,6,12,19,2,2
-18.0,0.0,6,11,19,2,2
-16.0,0.0,6,10,19,2,2
-14.0,0.0,6,9,19,2,2
-12.0,0.0,6,8,19,2,2
-10.0,0.0,6,7,19,2,2
-8.0,0.0,6,6,19,2,2
-6.0,0.0,6,5,19,2,2
-4.0,0.0,6,4,19,2,2
-2.0,0.0,6,3,19,2,2
56.0,2.0,6,2,19,2,4
56.0,0.0,31,5,2,4,1
54.0,0.0,1,30,5,1,1
52.0,0.0,1,29,5,1,1
50.0,0.0,1,28,5,1,1
48.0,0.0,1,27,5,1,1
46.0,0.0,1,26,5,1,1
44.0,0.0,1,25,5,1,1
42.0,0.0,1,24,5,1,1
40.0,0.0,20,23,5,1,1
38.0,0.0,20,22,5,1,1
36.0,0.0,20,21,5,1,1
34.0,0.0,20,20,5,1,1
32.0,0.0,20,19,5,1,1
