foodDiffX,foodDiffY,left_collision,front_collision,right_collision,direction,action
-24.0,2.0,0,0,0,1,1
-26.0,2.0,13,15,12,1,1
-28.0,2.0,13,14,12,1,1
-30.0,2.0,13,13,12,1,1
-32.0,2.0,13,12,12,1,1
-34.0,2.0,13,11,12,1,1
-36.0,2.0,13,10,12,1,1
-38.0,2.0,13,9,12,1,2
