foodDiffX,foodDiffY,up_collision,down_collision,left_collision,right_collision,direction,action
-16.0,18.0,8,17,9,1,2,4
-16.0,16.0,1,16,9,24,4,2
-14.0,16.0,9,16,8,1,2,4
-14.0,14.0,1,15,8,25,4,2
-12.0,14.0,10,15,7,1,2,4
-12.0,12.0,1,14,7,26,4,2
-10.0,12.0,11,14,6,1,2,4
-10.0,10.0,1,13,6,27,4,2
-8.0,10.0,12,13,5,1,2,4
-8.0,8.0,1,12,5,28,4,2
-6.0,8.0,13,12,4,1,2,4
-6.0,6.0,1,11,4,29,4,2
-4.0,6.0,14,11,3,1,2,4
-4.0,4.0,1,10,3,30,4,2
-2.0,4.0,15,10,2,1,2,4
-2.0,2.0,1,9,2,31,4,2
0.0,2.0,16,9,1,1,2,4
48.0,-8.0,1,8,1,32,4,1
46.0,-8.0,1,8,1,31,1,1
44.0,-8.0,2,8,1,30,1,1
42.0,-8.0,3,8,1,29,1,1
40.0,-8.0,4,8,1,28,1,1
38.0,-8.0,17,8,1,27,1,1
36.0,-8.0,17,8,1,26,1,1
34.0,-8.0,17,8,1,25,1,1
32.0,-8.0,17,8,1,24,1,1
30.0,-8.0,17,8,1,23,1,1
28.0,-8.0,17,8,1,22,1,1
26.0,-8.0,17,8,1,21,1,1
24.0,-8.0,17,8,1,20,1,1
22.0,-8.0,17,8,1,19,1,1
20.0,-8.0,17,8,1,18,1,1
18.0,-8.0,17,8,1,17,1,1
16.0,-8.0,17,8,1,16,1,1
14.0,-8.0,17,8,1,15,1,1
12.0,-8.0,17,8,1,14,1,1
10.0,-8.0,17,8,1,13,1,1
8.0,-8.0,17,8,1,12,1,1
6.0,-8.0,17,8,1,11,1,3
6.0,-6.0,16,1,22,11,3,1
4.0,-6.0,16,9,1,10,1,3
4.0,-4.0,15,1,23,10,3,1
2.0,-4.0,15,10,1,9,1,3
2.0,-2.0,14,1,24,9,3,1
0.0,-2.0,14,11,1,8,1,3
-26.0,-20.0,13,1,25,8,3,2
-24.0,-20.0,13,1,24,1,2,2
-22.0,-20.0,13,2,23,1,2,2
-20.0,-20.0,13,3,22,1,2,2
-18.0,-20.0,13,4,21,1,2,3
-18.0,-18.0,12,1,21,12,3,2
-16.0,-18.0,12,13,20,1,2,3
-16.0,-16.0,11,1,20,13,3,2
-14.0,-16.0,11,14,19,1,2,3
-14.0,-14.0,10,1,19,14,3,2
-12.0,-14.0,10,15,18,1,2,3
-12.0,-12.0,9,1,18,15,3,2
-10.0,-12.0,9,16,17,1,2,3
-10.0,-10.0,8,1,17,16,3,2
-8.0,-10.0,8,17,16,1,2,3
-8.0,-8.0,7,1,16,17,3,2
-6.0,-8.0,7,18,15,1,2,3
-6.0,-6.0,6,1,15,18,3,2
-4.0,-6.0,6,19,14,1,2,3
-4.0,-4.0,5,1,14,19,3,2
-2.0,-4.0,5,20,13,1,2,3
-2.0,-2.0,4,1,13,20,3,2
0.0,-2.0,4,21,12,1,2,3
38.0,8.0,3,1,12,21,3,1
36.0,8.0,3,1,1,20,1,1
34.0,8.0,3,2,1,19,1,1
32.0,8.0,3,3,1,18,1,1
30.0,8.0,3,4,1,17,1,1
28.0,8.0,3,22,1,16,1,1
26.0,8.0,3,22,1,15,1,1
24.0,8.0,3,22,1,14,1,1
22.0,8.0,3,22,1,13,1,1
20.0,8.0,3,22,1,12,1,1
18.0,8.0,3,22,1,11,1,1
16.0,8.0,3,22,1,10,1,1
14.0,8.0,3,22,1,9,1,1
12.0,8.0,3,22,1,8,1,1
10.0,8.0,3,22,1,7,1,1
8.0,8.0,3,22,1,6,1,1
6.0,8.0,3,22,1,5,1,4
6.0,6.0,1,21,28,5,4,1
4.0,6.0,4,21,1,4,1,4
4.0,4.0,1,20,29,4,4,1
2.0,4.0,5,20,1,3,1,4
2.0,2.0,1,19,30,3,4,1
0.0,2.0,6,19,1,2,1,4
-20.0,0.0,1,18,31,2,4,2
-18.0,0.0,1,18,30,1,2,2
-16.0,0.0,2,18,29,1,2,2
-14.0,0.0,3,18,28,1,2,2
-12.0,0.0,4,18,27,1,2,2
-10.0,0.0,4,18,26,1,2,2
-8.0,0.0,7,18,25,1,2,2
-6.0,0.0,7,18,24,1,2,2
-4.0,0.0,7,18,23,1,2,2
-2.0,0.0,7,18,22,1,2,2
-16.0,32.0,7,18,21,1,2,4
-16.0,30.0,1,17,21,12,4,4
-16.0,28.0,1,16,21,12,4,4
-16.0,26.0,1,15,21,12,4,4
-16.0,24.0,1,14,21,12,4,4
-16.0,22.0,1,13,21,12,4,4
-16.0,20.0,1,12,21,12,4,4
-16.0,18.0,1,11,21,12,4,4
-16.0,16.0,1,10,21,12,4,2
-14.0,16.0,15,10,20,1,2,4
-14.0,14.0,1,9,20,13,4,2
-12.0,14.0,16,9,19,1,2,4
-12.0,12.0,1,8,19,14,4,2
-10.0,12.0,17,8,18,1,2,4
-10.0,10.0,1,7,18,15,4,2
-8.0,10.0,18,7,17,1,2,4
-8.0,8.0,1,6,17,16,4,2
-6.0,8.0,19,6,16,1,2,4
-6.0,6.0,1,5,16,17,4,2
-4.0,6.0,20,5,15,1,2,4
-4.0,4.0,1,4,15,18,4,2
-2.0,4.0,21,4,14,1,2,4
-2.0,2.0,1,3,14,19,4,2
0.0,2.0,22,3,13,1,2,4
