-8.0,-1.0,0,0,0,0,1,1
-9.0,-1.0,13,12,1,15,1,3
-9.0,0.0,12,1,18,15,3,2
-8.0,0.0,12,1,17,1,2,2
-7.0,0.0,12,13,16,1,2,2
-6.0,0.0,12,13,15,1,2,2
-5.0,0.0,12,13,14,1,2,2
-4.0,0.0,12,13,13,1,2,2
-3.0,0.0,12,13,12,1,2,2
-2.0,0.0,12,13,11,1,2,2
-1.0,0.0,12,13,10,1,2,2
19.0,-2.0,12,13,9,1,2,4
19.0,-3.0,1,12,9,8,4,1
18.0,-3.0,1,12,1,7,1,1
17.0,-3.0,1,12,1,6,1,1
16.0,-3.0,1,12,1,5,1,1
15.0,-3.0,1,12,1,4,1,1
14.0,-3.0,1,12,1,3,1,1
13.0,-3.0,1,12,1,2,1,1
12.0,-3.0,1,12,1,1,1,4
12.0,-4.0,1,11,16,1,4,4
12.0,-5.0,1,10,16,1,4,4
12.0,-6.0,1,9,16,1,4,4
12.0,-7.0,1,8,16,1,4,4
12.0,-8.0,1,7,16,1,4,4
12.0,-9.0,1,6,16,1,4,4
12.0,-10.0,1,5,16,1,4,4
12.0,-11.0,1,4,16,1,4,4
12.0,-12.0,1,3,16,1,4,4
12.0,-13.0,1,2,16,1,4,4
12.0,-14.0,1,1,16,1,4,2
13.0,-14.0,11,1,15,1,2,2
14.0,-14.0,11,1,14,1,2,2
15.0,-14.0,11,1,13,1,2,2
16.0,-14.0,11,1,12,1,2,2
17.0,-14.0,11,1,11,1,2,2
18.0,-14.0,11,1,10,1,2,2
19.0,-14.0,11,1,9,1,2,2
20.0,-14.0,24,1,8,1,2,2
21.0,-14.0,24,1,7,1,2,2
22.0,-14.0,24,1,6,1,2,2
23.0,-14.0,24,1,5,1,2,2
24.0,-14.0,24,1,4,1,2,2
25.0,-14.0,24,1,3,1,2,2
26.0,-14.0,24,1,2,1,2,2
27.0,-14.0,24,1,1,1,2,3
27.0,-13.0,23,1,1,15,3,1
26.0,-13.0,23,1,1,14,1,1
25.0,-13.0,23,1,1,13,1,1
24.0,-13.0,23,1,1,12,1,1
23.0,-13.0,23,1,1,11,1,1
22.0,-13.0,23,1,1,10,1,1
21.0,-13.0,23,1,1,9,1,1
20.0,-13.0,23,1,1,8,1,1
19.0,-13.0,23,1,1,7,1,1
