-32.0,6.0,0,0,0,1,1
-34.0,6.0,13,15,12,1,1
-36.0,6.0,13,14,12,1,1
-38.0,6.0,13,13,12,1,1
-40.0,6.0,13,12,12,1,1
-42.0,6.0,13,11,12,1,3
-42.0,8.0,22,12,11,3,2
-40.0,8.0,13,21,12,2,2
-38.0,8.0,13,20,12,2,2
-36.0,8.0,13,19,12,2,2
-34.0,8.0,13,18,12,2,2
-32.0,8.0,13,17,12,2,2
-30.0,8.0,13,16,12,2,2
-28.0,8.0,13,15,12,2,2
-26.0,8.0,13,14,12,2,2
-24.0,8.0,13,13,12,2,2
-22.0,8.0,13,12,12,2,2
-20.0,8.0,13,11,12,2,2
-18.0,8.0,13,10,12,2,2
-16.0,8.0,13,9,12,2,2
-14.0,8.0,13,8,12,2,2
-12.0,8.0,13,7,12,2,2
-10.0,8.0,13,6,12,2,2
-8.0,8.0,13,5,12,2,2
-6.0,8.0,13,4,12,2,2
-4.0,8.0,13,3,12,2,2
-2.0,8.0,13,2,12,2,2
0.0,8.0,13,1,12,2,4
0.0,6.0,32,12,1,4,4
0.0,4.0,32,11,1,4,4
0.0,2.0,32,10,1,4,4
30.0,-10.0,32,9,1,4,4
30.0,-12.0,32,8,1,4,1
28.0,-12.0,17,31,8,1,1
26.0,-12.0,17,30,8,1,1
24.0,-12.0,17,29,8,1,1
22.0,-12.0,17,28,8,1,1
20.0,-12.0,17,27,8,1,1
18.0,-12.0,17,26,8,1,1
16.0,-12.0,17,25,8,1,1
14.0,-12.0,17,24,8,1,1
12.0,-12.0,17,23,8,1,1
10.0,-12.0,17,22,8,1,1
8.0,-12.0,17,21,8,1,1
6.0,-12.0,17,20,8,1,1
4.0,-12.0,17,19,8,1,1
2.0,-12.0,17,18,8,1,3
2.0,-10.0,15,16,18,3,3
2.0,-8.0,15,15,18,3,3
2.0,-6.0,15,14,18,3,3
2.0,-4.0,15,13,18,3,3
2.0,-2.0,15,12,18,3,3
2.0,0.0,15,11,18,3,1
-2.0,-20.0,11,17,14,1,1
-4.0,-20.0,11,16,14,1,1
-6.0,-20.0,11,15,14,1,1
-8.0,-20.0,11,14,14,1,3
-8.0,-18.0,19,10,14,3,3
-8.0,-16.0,19,9,14,3,3
-8.0,-14.0,19,8,14,3,3
-8.0,-12.0,19,7,14,3,3
-8.0,-10.0,19,6,14,3,3
-8.0,-8.0,19,5,14,3,3
-8.0,-6.0,19,4,14,3,3
-8.0,-4.0,19,3,14,3,3
-8.0,-2.0,19,2,14,3,3
-8.0,0.0,19,1,14,3,2
-6.0,0.0,24,18,1,2,2
-4.0,0.0,24,17,1,2,2
-2.0,0.0,24,16,1,2,2
-6.0,30.0,24,15,1,2,2
-4.0,30.0,24,14,1,2,2
-2.0,30.0,24,13,1,2,4
-2.0,28.0,20,23,13,4,4
-2.0,26.0,20,22,13,4,4
-2.0,24.0,20,21,13,4,4
-2.0,22.0,20,20,13,4,4
-2.0,20.0,20,19,13,4,4
-2.0,18.0,20,18,13,4,4
-2.0,16.0,20,17,13,4,4
-2.0,14.0,20,16,13,4,4
-2.0,12.0,20,15,13,4,4
-2.0,10.0,20,14,13,4,4
-2.0,8.0,20,13,13,4,4
-2.0,6.0,20,12,13,4,2
0.0,6.0,12,12,13,2,4
0.0,4.0,21,11,12,4,4
0.0,2.0,21,10,12,4,4
-14.0,-28.0,21,9,12,4,4
-14.0,-30.0,21,8,12,4,4
-14.0,-32.0,21,7,12,4,4
-14.0,-34.0,21,6,12,4,2
-12.0,-34.0,6,11,19,2,3
-12.0,-32.0,11,18,1,3,3
-12.0,-30.0,11,17,1,3,3
-12.0,-28.0,11,16,22,3,3
-12.0,-26.0,11,15,22,3,2
-10.0,-26.0,10,10,15,2,2
-8.0,-26.0,10,9,15,2,2
-6.0,-26.0,10,8,15,2,2
-4.0,-26.0,10,7,15,2,2
-2.0,-26.0,10,6,15,2,2
0.0,-26.0,10,5,15,2,3
0.0,-24.0,5,14,28,3,3
0.0,-22.0,5,13,28,3,3
0.0,-20.0,5,12,28,3,3
0.0,-18.0,5,11,28,3,3
0.0,-16.0,5,10,28,3,3
0.0,-14.0,5,9,28,3,3
0.0,-12.0,5,8,28,3,3
0.0,-10.0,5,7,28,3,3
0.0,-8.0,5,6,28,3,3
0.0,-6.0,5,5,28,3,3
0.0,-4.0,5,4,28,3,3
0.0,-2.0,5,3,28,3,3
14.0,12.0,5,2,28,3,1
12.0,12.0,2,27,23,1,1
10.0,12.0,2,26,23,1,1
8.0,12.0,2,25,23,1,1
6.0,12.0,2,24,23,1,1
4.0,12.0,2,23,23,1,1
2.0,12.0,2,22,23,1,1
0.0,12.0,2,21,23,1,4
0.0,10.0,21,22,12,4,4
0.0,8.0,21,21,12,4,4
0.0,6.0,21,20,12,4,4
0.0,4.0,21,19,12,4,4
0.0,2.0,21,18,12,4,4
-14.0,0.0,21,17,12,4,4
-14.0,-2.0,21,16,12,4,4
-14.0,-4.0,21,15,12,4,4
-14.0,-6.0,21,14,12,4,2
-12.0,-6.0,14,11,11,2,2
-10.0,-6.0,14,10,11,2,2
-8.0,-6.0,14,9,11,2,2
-6.0,-6.0,14,8,11,2,2
-4.0,-6.0,14,7,11,2,2
-2.0,-6.0,14,6,11,2,3
-2.0,-4.0,6,10,6,3,3
-2.0,-2.0,6,9,27,3,3
-2.0,0.0,6,8,27,3,3
-2.0,2.0,6,7,27,3,2
0.0,2.0,18,5,7,2,2
2.0,2.0,18,4,7,2,2
4.0,2.0,18,3,7,2,2
6.0,2.0,18,2,7,2,4
6.0,0.0,4,17,2,4,4
6.0,-2.0,4,16,2,4,4
6.0,-4.0,31,15,2,4,4
6.0,-6.0,31,14,2,4,4
6.0,-8.0,31,13,2,4,4
6.0,-10.0,31,12,2,4,1
4.0,-10.0,6,30,12,1,1
2.0,-10.0,13,29,12,1,1
0.0,-10.0,13,28,12,1,3
0.0,-8.0,3,12,28,3,3
0.0,-6.0,3,11,28,3,3
0.0,-4.0,5,10,28,3,3
0.0,-2.0,5,9,28,3,3
14.0,6.0,5,8,28,3,1
12.0,6.0,8,27,17,1,1
10.0,6.0,8,26,17,1,1
8.0,6.0,8,25,17,1,1
6.0,6.0,8,24,17,1,1
4.0,6.0,8,23,17,1,1
2.0,6.0,8,22,17,1,4
2.0,4.0,22,16,6,4,4
2.0,2.0,22,15,11,4,4
2.0,0.0,22,14,11,4,4
2.0,-2.0,22,13,11,4,1
0.0,-2.0,12,21,13,1,1
-2.0,-2.0,12,20,13,1,1
-4.0,-2.0,12,19,13,1,1
-6.0,-2.0,12,18,13,1,1
-8.0,-2.0,12,17,13,1,1
-10.0,-2.0,12,16,13,1,1
-12.0,-2.0,12,15,13,1,1
-14.0,-2.0,12,14,13,1,3
-14.0,0.0,19,11,14,3,2
-12.0,0.0,1,18,11,2,2
-10.0,0.0,1,17,11,2,2
-8.0,0.0,1,16,11,2,2
-6.0,0.0,1,15,11,2,2
-4.0,0.0,14,14,11,2,2
-2.0,0.0,14,13,11,2,2
-22.0,6.0,14,12,11,2,2
-20.0,6.0,14,11,11,2,2
-18.0,6.0,14,10,11,2,2
-16.0,6.0,14,9,11,2,2
-14.0,6.0,14,8,11,2,2
-12.0,6.0,14,7,11,2,2
-10.0,6.0,14,6,11,2,2
-8.0,6.0,14,5,11,2,2
-6.0,6.0,14,4,11,2,2
-4.0,6.0,14,3,11,2,2
-2.0,6.0,14,2,11,2,2
0.0,6.0,14,1,11,2,4
0.0,4.0,32,13,1,4,4
0.0,2.0,32,12,1,4,4
8.0,4.0,32,11,1,4,4
8.0,2.0,32,10,1,4,1
6.0,2.0,4,31,10,1,1
4.0,2.0,4,30,10,1,1
2.0,2.0,4,29,10,1,1
0.0,2.0,15,28,10,1,4
20.0,10.0,28,9,5,4,4
20.0,8.0,28,8,5,4,4
20.0,6.0,28,7,5,4,1
18.0,6.0,18,27,7,1,1
16.0,6.0,18,26,7,1,1
14.0,6.0,18,25,7,1,1
12.0,6.0,18,24,7,1,4
12.0,4.0,24,6,9,4,4
12.0,2.0,24,5,9,4,4
12.0,0.0,24,4,9,4,1
10.0,0.0,21,23,4,1,1
8.0,0.0,21,22,4,1,1
6.0,0.0,21,21,4,1,1
4.0,0.0,21,20,4,1,1
2.0,0.0,21,19,4,1,1
18.0,-36.0,21,18,4,1,1
16.0,-36.0,21,17,4,1,1
14.0,-36.0,21,16,4,1,1
12.0,-36.0,21,15,4,1,1
10.0,-36.0,21,14,4,1,1
8.0,-36.0,21,13,4,1,1
6.0,-36.0,21,12,4,1,1
4.0,-36.0,21,11,4,1,1
