foodDiffX,foodDiffY,left_collision,front_collision,right_collision,direction,action
-6.0,-8.0,0,0,0,1,1
-8.0,-8.0,13,15,12,1,1
-10.0,-8.0,13,14,12,1,1
-12.0,-8.0,13,13,12,1,1
-14.0,-8.0,13,12,12,1,1
-16.0,-8.0,13,11,12,1,1
-18.0,-8.0,13,10,12,1,1
